job_male,job_female,similarity,job_male_ratio,job_female_ratio
Cutting worker,Exercise trainer,0.7353515625,31.1,56.7
Supervisor of transportation and material moving workers,Mental health counselor,0.7353515625,25.5,74.6
Truck driver,Compliance officer,0.7353515625,6.9,51.8
Truck driver,Loan officer,0.7353515625,6.9,51.6
Stocker,Occupational therapist,0.7353515625,36.5,88.6
Stocker,Psychiatric aide,0.7353515625,36.5,53.5
Chief executive,Nurse practitioner,0.73486328125,30.6,89.8
Chief executive,Waiter,0.73486328125,30.6,68.8
Computer systems manager,Cashier,0.73486328125,27.7,69.8
Training and development manager,Fast food and counter worker,0.73486328125,48.0,66.3
Logistician,Veterinary assistant,0.73486328125,38.7,79.6
Logistician,First-line supervisor of office and administrative support workers,0.73486328125,38.7,65.8
Personal financial advisor,Veterinary technician,0.73486328125,32.6,89.9
Web and digital interface designer,Psychiatric aide,0.73486328125,42.7,53.5
Computer support specialist,Exercise trainer,0.73486328125,26.2,56.7
Database administrator,Author,0.73486328125,30.8,53.8
Network and computer systems administrator,Physical therapist,0.73486328125,16.7,67.5
Aerospace engineer,Order clerk,0.73486328125,15.2,58.3
Chemical engineer,Laundry worker,0.73486328125,21.6,74.5
Computer hardware engineer,Tax preparer,0.73486328125,5.9,66.3
Materials engineer,Elementary and middle school teacher,0.73486328125,13.5,78.6
Materials engineer,Exercise trainer,0.73486328125,13.5,56.7
Electrical and electronic engineering technician,Legal secretary,0.73486328125,11.6,96.4
Surveying and mapping technician,Loan interviewer,0.73486328125,12.0,76.9
Clergy,Baker,0.73486328125,21.4,65.5
Lawyer,Floral designer,0.73486328125,39.5,89.1
Lawyer,Veterinarian,0.73486328125,39.5,69.1
Lawyer,Ophthalmic medical technician,0.73486328125,39.5,73.7
Lawyer,Home health aide,0.73486328125,39.5,87.2
Actor,Human resources manager,0.73486328125,47.0,76.5
Coach,Bartender,0.73486328125,40.9,50.8
Chiropractor,Receptionist,0.73486328125,41.1,89.1
Chiropractor,Medical secretary,0.73486328125,41.1,92.8
Dentist,Veterinary technician,0.73486328125,39.5,89.9
Dentist,Receptionist,0.73486328125,39.5,89.1
Surgeon,Public relations manager,0.73486328125,20.0,66.4
Surgeon,Human resources manager,0.73486328125,20.0,76.5
Emergency medical technician,Loan interviewer,0.73486328125,39.4,76.9
Cook,Special education teacher,0.73486328125,39.8,86.6
Cook,Teaching assistant,0.73486328125,39.8,79.5
Cafeteria attendant,Insurance underwriter,0.73486328125,43.3,56.9
Cafeteria attendant,Baker,0.73486328125,43.3,65.5
Pest control worker,First-line supervisor of office and administrative support workers,0.73486328125,5.1,65.8
Pest control worker,Medical secretary,0.73486328125,5.1,92.8
Tour guide,Compliance officer,0.73486328125,48.2,51.8
Transportation ticket agent,Physician assistant,0.73486328125,45.9,68.8
Messenger,Human resources worker,0.73486328125,27.8,76.5
Construction laborer,Compliance officer,0.73486328125,4.5,51.8
Construction laborer,Dental assistant,0.73486328125,4.5,92.8
Painter,Translator,0.73486328125,10.4,74.4
Telecommunication equipment installer,Pharmacist,0.73486328125,5.9,57.8
Aircraft mechanic,Massage therapist,0.73486328125,4.3,83.7
Truck mechanic,Postal service clerk,0.73486328125,1.6,54.1
Telecommunication line installer,Occupational therapist,0.73486328125,5.3,88.6
First-line supervisor of production and operating workers,Probation officer,0.73486328125,23.5,57.4
Computer numerically controlled tool operator,Public relations manager,0.73486328125,7.8,66.4
Wastewater treatment system operator,Laundry worker,0.73486328125,7.3,74.5
Supervisor of transportation and material moving workers,Childcare worker,0.73486328125,25.5,93.8
Aircraft pilot,Childcare administrator,0.73486328125,8.3,68.6
Aircraft pilot,Mental health counselor,0.73486328125,8.3,74.6
Aircraft pilot,Veterinary technician,0.73486328125,8.3,89.9
Truck driver,Human resources manager,0.73486328125,6.9,76.5
Truck driver,Order clerk,0.73486328125,6.9,58.3
Parking attendant,Insurance underwriter,0.73486328125,13.5,56.9
Industrial truck and tractor operator,Pharmacy technician,0.73486328125,9.5,79.3
Chief executive,Animal caretaker,0.734375,30.6,76.0
Industrial production manager,Home health aide,0.734375,19.1,87.2
Cost estimator,Recreation worker,0.734375,17.7,58.9
Cost estimator,Public safety telecommunicator,0.734375,17.7,78.2
Property assessor,Preschool and kindergarten teacher,0.734375,34.2,96.7
Information security analyst,Translator,0.734375,19.3,74.4
Software developer,Floral designer,0.734375,20.2,89.1
Web and digital interface designer,Travel agent,0.734375,42.7,79.7
Computer support specialist,First-line supervisor of food preparation and serving workers,0.734375,26.2,53.5
Network and computer systems administrator,Mental health counselor,0.734375,16.7,74.6
Chemical engineer,Home health aide,0.734375,21.6,87.2
Chemical engineer,First-line supervisor of office and administrative support workers,0.734375,21.6,65.8
Surveying and mapping technician,Artist,0.734375,12.0,51.6
Chemists and materials scientist,Medical secretary,0.734375,36.0,92.8
Lawyer,Childcare worker,0.734375,39.5,93.8
Photographer,Teaching assistant,0.734375,48.5,79.5
Surgeon,Home health aide,0.734375,20.0,87.2
Firefighter,Compliance officer,0.734375,3.9,51.8
Police officer,Massage therapist,0.734375,14.4,83.7
Police officer,Housekeeping cleaner,0.734375,14.4,88.4
Cook,Medical and health services manager,0.734375,39.8,71.8
Cook,Compliance officer,0.734375,39.8,51.8
Building cleaner,Social and human service assistant,0.734375,38.7,75.3
Tour guide,File Clerk,0.734375,48.2,76.0
Transportation ticket agent,Childcare administrator,0.734375,45.9,68.6
Transportation ticket agent,Translator,0.734375,45.9,74.4
Messenger,Compliance officer,0.734375,27.8,51.8
Postal service mail carrier,Medical assistant,0.734375,34.7,88.8
First-line supervisor of construction trades and extraction workers,Lodging manager,0.734375,5.1,61.6
Carpenter,Pharmacist,0.734375,3.1,57.8
Construction equipment operator,Teaching assistant,0.734375,1.0,79.5
Electrician,Insurance sales agent,0.734375,2.9,54.9
Painter,Public relations specialist,0.734375,10.4,76.2
Painter,Bartender,0.734375,10.4,50.8
Roofer,Interior designer,0.734375,4.4,85.3
Construction and building inspector,Veterinary technician,0.734375,10.5,89.9
Highway maintenance worker,Medical secretary,0.734375,2.2,92.8
Truck mechanic,Massage therapist,0.734375,1.6,83.7
Refractory machinery mechanic,Marketing specialist,0.734375,3.9,61.7
Computer numerically controlled tool operator,Translator,0.734375,7.8,74.4
Aircraft pilot,Surgical technologist,0.734375,8.3,76.9
Truck driver,Physician assistant,0.734375,6.9,68.8
Truck driver,Psychiatric technician,0.734375,6.9,69.5
Truck driver,Fast food and counter worker,0.734375,6.9,66.3
Shuttle driver,Biological scientist,0.734375,10.7,55.0
Computer systems manager,Pharmacist,0.73388671875,27.7,57.8
Architectural and engineering manager,Fast food and counter worker,0.73388671875,12.8,66.3
Cost estimator,Physical therapist assistant,0.73388671875,17.7,68.7
Management analyst,Food batchmaker,0.73388671875,46.6,55.7
Personal financial advisor,Ophthalmic medical technician,0.73388671875,32.6,73.7
Computer programmer,Training and development specialist,0.73388671875,21.5,56.7
Computer programmer,Pharmacist,0.73388671875,21.5,57.8
Computer programmer,Physical therapist,0.73388671875,21.5,67.5
Software quality tester,Paralegal,0.73388671875,44.1,83.0
Web developer,Secondary school teacher,0.73388671875,19.4,56.9
Network and computer systems administrator,Secondary school teacher,0.73388671875,16.7,56.9
Computer network architect,Translator,0.73388671875,7.7,74.4
Computer network architect,Skincare specialist,0.73388671875,7.7,99.0
Civil engineer,Secondary school teacher,0.73388671875,16.9,56.9
Civil engineer,Loan interviewer,0.73388671875,16.9,76.9
Electrical and electronic engineering technician,School psychologist,0.73388671875,11.6,87.9
Electrical and electronic engineering technician,Preschool and kindergarten teacher,0.73388671875,11.6,96.7
Surveying and mapping technician,Paralegal,0.73388671875,12.0,83.0
Occupational health and safety specialist,Translator,0.73388671875,17.9,74.4
Lawyer,Preschool and kindergarten teacher,0.73388671875,39.5,96.7
Lawyer,Phlebotomist,0.73388671875,39.5,90.3
Actor,Bartender,0.73388671875,47.0,50.8
Director,Childcare administrator,0.73388671875,43.6,68.6
Director,Animal caretaker,0.73388671875,43.6,76.0
Coach,Medical scientist,0.73388671875,40.9,51.8
Chiropractor,Occupational therapist,0.73388671875,41.1,88.6
Surgeon,Physical therapist assistant,0.73388671875,20.0,68.7
Surgeon,Advertising sales agent,0.73388671875,20.0,52.7
Emergency medical technician,Secondary school teacher,0.73388671875,39.4,56.9
Paramedic,Surgical technologist,0.73388671875,29.5,76.9
Paramedic,Postal service clerk,0.73388671875,29.5,54.1
First-line supervisor of police and detectives,Medical and health services manager,0.73388671875,10.5,71.8
Criminal investigator,Veterinarian,0.73388671875,26.3,69.1
Criminal investigator,Nurse practitioner,0.73388671875,26.3,89.8
Private detective,Skincare specialist,0.73388671875,43.0,99.0
Security guard,Training and development specialist,0.73388671875,24.9,56.7
Security guard,Skincare specialist,0.73388671875,24.9,99.0
Building cleaner,Graphic designer,0.73388671875,38.7,54.7
Pest control worker,Waiter,0.73388671875,5.1,68.8
Pest control worker,Laundry worker,0.73388671875,5.1,74.5
Transportation ticket agent,Nursing assistant,0.73388671875,45.9,90.1
Postal service mail carrier,Registered nurse,0.73388671875,34.7,87.4
Postal service mail carrier,Fast food and counter worker,0.73388671875,34.7,66.3
Miscellaneous agricultural worker,Social and community service manager,0.73388671875,28.7,71.7
First-line supervisor of construction trades and extraction workers,Registered nurse,0.73388671875,5.1,87.4
First-line supervisor of construction trades and extraction workers,Ophthalmic medical technician,0.73388671875,5.1,73.7
Electrician,Ophthalmic medical technician,0.73388671875,2.9,73.7
Electrician,Manicurist,0.73388671875,2.9,83.5
Painter,Marketing manager,0.73388671875,10.4,62.4
Painter,Fundraiser,0.73388671875,10.4,74.9
Painter,Paralegal,0.73388671875,10.4,83.0
Highway maintenance worker,Tax preparer,0.73388671875,2.2,66.3
Highway maintenance worker,Crossing guard,0.73388671875,2.2,55.8
Automotive service mechanic,Dental hygienist,0.73388671875,2.5,95.7
Refractory machinery mechanic,Marketing manager,0.73388671875,3.9,62.4
Telecommunication line installer,Surgical technologist,0.73388671875,5.3,76.9
First-line supervisor of production and operating workers,Paralegal,0.73388671875,23.5,83.0
Computer numerically controlled tool operator,Childcare administrator,0.73388671875,7.8,68.6
Machinist,Food preparation worker,0.73388671875,6.3,58.7
Precious stone worker,Receptionist,0.73388671875,46.0,89.1
Truck driver,Animal caretaker,0.73388671875,6.9,76.0
Facilities manager,Floral designer,0.7333984375,23.4,89.1
Management analyst,Cashier,0.7333984375,46.6,69.8
Information security analyst,Home health aide,0.7333984375,19.3,87.2
Computer programmer,Medical and health services manager,0.7333984375,21.5,71.8
Computer support specialist,Secondary school teacher,0.7333984375,26.2,56.9
Database administrator,Probation officer,0.7333984375,30.8,57.4
Computer network architect,Payroll and timekeeping clerk,0.7333984375,7.7,88.2
Aerospace engineer,Entertainment and recreation manager,0.7333984375,15.2,50.1
Civil engineer,Speech-language pathologist,0.7333984375,16.9,94.3
Electrical and electronics engineer,Home health aide,0.7333984375,11.6,87.2
Surveying and mapping technician,Tax preparer,0.7333984375,12.0,66.3
Chemists and materials scientist,Teaching assistant,0.7333984375,36.0,79.5
Chemists and materials scientist,Graphic designer,0.7333984375,36.0,54.7
Chemists and materials scientist,Executive secretary,0.7333984375,36.0,90.0
Director,Waiter,0.7333984375,43.6,68.8
Photographer,Diagnostic medical sonographer,0.7333984375,48.5,76.1
Photographer,Massage therapist,0.7333984375,48.5,83.7
Dentist,Medical assistant,0.7333984375,39.5,88.8
Dentist,Manicurist,0.7333984375,39.5,83.5
Surgeon,Flight attendant,0.7333984375,20.0,78.0
Emergency medical technician,Author,0.7333984375,39.4,53.8
Paramedic,Bartender,0.7333984375,29.5,50.8
Criminal investigator,Lodging manager,0.7333984375,26.3,61.6
Criminal investigator,Graphic designer,0.7333984375,26.3,54.7
Police officer,Training and development specialist,0.7333984375,14.4,56.7
Security guard,Operations research analyst,0.7333984375,24.9,55.0
Security guard,Psychiatric technician,0.7333984375,24.9,69.5
Cafeteria attendant,Mental health counselor,0.7333984375,43.3,74.6
Gambling services worker,Animal caretaker,0.7333984375,40.2,76.0
Barber,Veterinarian,0.7333984375,28.4,69.1
Tour guide,Flight attendant,0.7333984375,48.2,78.0
First-line supervisor of retail sales workers,School psychologist,0.7333984375,44.6,87.9
First-line supervisor of non-retail sales workers,Veterinary technician,0.7333984375,35.9,89.9
Counter and rental clerk,Flight attendant,0.7333984375,38.7,78.0
Transportation ticket agent,Fast food and counter worker,0.7333984375,45.9,66.3
Messenger,Financial manager,0.7333984375,27.8,56.2
Messenger,Biological scientist,0.7333984375,27.8,55.0
Postal service mail carrier,Financial manager,0.7333984375,34.7,56.2
Postal service mail carrier,First-line supervisor of office and administrative support workers,0.7333984375,34.7,65.8
First-line supervisor of construction trades and extraction workers,Mental health counselor,0.7333984375,5.1,74.6
First-line supervisor of construction trades and extraction workers,Childcare worker,0.7333984375,5.1,93.8
Construction laborer,Pharmacist,0.7333984375,4.5,57.8
Construction equipment operator,Loan interviewer,0.7333984375,1.0,76.9
Construction and building inspector,Ophthalmic medical technician,0.7333984375,10.5,73.7
Telecommunication equipment installer,Artist,0.7333984375,5.9,51.6
Electrical power-line installer,Substance abuse and behavioral disorder counselor,0.7333984375,2.3,78.1
Electrical power-line installer,Respiratory therapist,0.7333984375,2.3,62.4
